,date,title,body
40,"Jun 13, 2024",Four central banks sign new framework to enable responsible gold sourcing from small-scale miners in domestic currency,"
(Kitco News) – The World Gold Council (WGC) announced on Wednesday that four central banks have committed to signing ‘The London Principles’, a set of operating guidelines for responsibly sourcing gold from small-scale domestic miners.
The London Principles are a set of operating principles to help structure and formalize Central Bank Artisanal and Small-Scale Gold Mining Domestic Purchase Programmes (ASGM DPP), and the four inaugural signatories are the central banks of Colombia, Ecuador, Mongolia, and the Philippines. The WGC said in the announcement that the commitment of these institutions “represents progress towards more responsible gold sourcing practices worldwide.”
“The World Gold Council is committed to improving transparency, trust and integrity across the entire value chain,” said David Tait, chief executive officer of the World Gold Council. “By using the market power and visibility of central banks, who are often the largest or even sole legal buyer of ASGM production in their countries, we hope to instill responsible gold sourcing practices in countries where ASGM is prevalent.”
Artisanal and small-scale gold mining (ASGM) is an important source of livelihood for ordinary people in many gold-producing countries, with some estimates suggesting that 15 million people around the world make their living from ASGM. “However, [ASGM] is often unfortunately associated with illicit activities, lack of environmental protection, labour abuses, and other harmful practices,” the WGC said. “ASGM DPPs offer a route to help bring responsible artisanal and small-scale gold miners into the formal supply chain.”
In recent years, some central banks have launched programs to buy gold produced by domestic artisanal and small-scale gold miners in local currency. “The schemes are mutually beneficial as small-scale miners can sell their production to a trustworthy source that offers transparent buying processes and pricing,” the WGC noted. “In addition, central banks can add gold to their official reserves using their local currency, allowing them to grow their reserve assets without having to sacrifice other hard currency reserves.”
As gold is priced and sold in U.S. dollars internationally, the ability for countries to purchase domestic gold in their own currency can be a significant advantage over acquiring bullion through the global gold markets.
“Over the last two years we have worked with central banks who operate ASGM DPPs to exchange best practices and learn from experts,” said Head of Asia-Pacific (ex-China) & Global Head of Central Banks Shaokai Fan at the World Gold Council. “We are pleased to see the group evolve into ‘The signatories of The London Principles’, a trusted circle of central banks who adhere to the most stringent requirements for ASGM DPPs.”
“The participants in this initiative believe that well-structured ASGM DPPs have the potential to contribute to sustainable development, support formalisation and raise ESG standards,” Fan added.
Tait called it “a critical moment for artisanal and small-scale gold miners,” and said the WGC envisions that the original signatory banks “will provide a blueprint for others that are considering how to help formalise domestic ASGM to the benefit of their economies and the people who earn a livelihood from this industry.”
The 12 London Principles encompass commitments to: Legal frameworks, resourcing and transparency; Community well-being; Mercury reduction; Due diligence; Progressive improvement; Formalization; Incentives; Rule of law; Accessibility; Access to ‘clean’ finance; Refining purchased gold; and International cooperation."
41,"Jun 13, 2024","Gold, silver see strong losses as USDX rallies amid hawkish Fed","(Kitco News) - Gold and silver prices are sharply lower and near daily lows in midday U.S. trading Thursday. A rally in the U.S. dollar index and a hawkish Federal Reserve are trumping tame U.S. inflation reports late this week. August gold was last down $39.70 at $2,315.40. July silver hit a five-week low and was last down $1.322 at $28.945.
Technical selling was also featured in gold and silver markets today as the near-term chart postures for both metals have turned more bearish recently.
Today’s U.S. producer price index report for May came in at down 0.2%, month-on-month, versus market expectations for up 0.1% and compares to the April report’s rise of 0.5%. The core PPI in May (minus food and energy) came in at unchanged versus up 0.3% expected, month-on-month, and compares to a rise of 0.5% in the April report. The tame PPI report today followed a tamer consumer price index report on Wednesday.
However, the Federal Reserve Wednesday delivered a surprisingly hawkish outlook. The FOMC members revised U.S. rate-cut expectations to one cut from three cuts that were expected in March. Updated Fed projections also included upward revisions to U.S. inflation in 2024 and 2025 to 2.6% (2.4% in March) and 2.3% (2.2% in March), respectively. The Fed did hold its monetary policy steady at this week’s meeting. Fed Chairman Jerome Powell at his press conference said the latest inflation numbers lower than expected but may not have been fully reflecting the latest quarterly Fed projections. The hawkish Fed has helped to boost the U.S. dollar index late this week. However, U.S. Treasury yields Thursday did dip just a bit, suggesting bond traders think the Fed will still cut interest rates later this year.
The other key outside market today sees Nymex crude oil prices near steady and trading around $78.50 a barrel. The benchmark 10-year U.S. Treasury note yield is presently around 4.25%.

Technically, August gold bulls have quickly lost their slight overall near-term technical advantage. A bear flag or bearish pennant pattern has formed on the daily bar chart. Bulls’ next upside price objective is to produce a close above solid resistance at last week’s high of $2,406.70. Bears' next near-term downside price objective is pushing futures prices below solid technical support at $2,250.00. First resistance is seen at today’s high of $2,342.40 and then at this week’s high of $2,358.80. First support is seen at the June low of $2,304.20 and then at $2,300.00. Wyckoff's Market Rating: 5.0.

July silver futures bulls have also lost their overall near-term technical advantage. Prices are trending down on the daily bar chart. Silver bulls' next upside price objective is closing prices above solid technical resistance at $31.00. The next downside price objective for the bears is closing prices below solid support at $27.50. First resistance is seen at today’s high of $29.83 and then at $30.00. Next support is seen at today’s low of $28.73 and then at $28.50. Wyckoff's Market Rating: 5.0.
(Hey! My “Markets Front Burner” weekly email report is my best writing and analysis, I think, because I get to look ahead at the marketplace and do some market price forecasting. Plus, I’ll throw in an educational feature to move you up the ladder of trading/investing success. And it’s free! Email me at jim@jimwyckoff.com and I’ll add your email address to my Front Burner list.)"
42,"Jun 13, 2024","Saudi Arabia ends petrodollar agreement: What it means for the USD, Bitcoin, and gold","(Kitco News) – The established financial world order of the past 50 years is now transitioning to a new and unknown paradigm as the petrodollar agreement between the U.S. and Saudi Arabia was allowed to expire this past Sunday. 
 
The term ‘petrodollar’ described the U.S. dollar’s (USD) role as the currency used for crude oil transactions on the world market. It traces back to the early 1970s when the United States and Saudi Arabia struck a deal shortly after the U.S. went off the gold standard – and the agreement has had far-reaching consequences for the global economy.
 
The petrodollar agreement came about following the 1973 oil crisis. It stipulated that Saudi Arabia would price its oil exports exclusively in U.S. dollars and invest its surplus oil revenues in U.S. Treasury bonds. In exchange, the U.S. provided military support and protection to the kingdom. 
 
This helped the USD cement its position as the world’s reserve currency and ushered in an era of prosperity for Americans as they enjoyed the benefits of being the preferred market for global corporations to sell their wares. Additionally, the inflow of foreign capital into U.S. Treasury bonds has supported low interest rates and a robust bond market.
 
All that is set to change now as Saudi Arabia is looking to move beyond an exclusive relationship with the U.S. – as evidenced by the kingdom becoming one of the newest members of the BRICS bloc. 
 
While many point to escalating global tensions and shifting geopolitical allegiances as the impetus for allowing the agreement to expire, changes in the power dynamics of the global oil market have also played a crucial role in this development as the world moves towards alternative energy sources. 
 
The rise of renewables and natural gas has been steadily reducing the world’s reliance on oil for the past decade, and even oil-rich countries like Saudi Arabia have evolved. 
 
The Kingdom is on track to generate half its electricity with renewables and natural gas by 2030 and plans to plant 10 billion trees as part of a larger goal to reach net-zero emissions by 2060. To achieve this, they have implemented more than 80 public and private sector initiatives representing an investment of over $188 billion. 
 
Their decision to go in that direction has also been influenced by the emergence of new oil-producing nations, such as Brazil and Canada, which have challenged the traditional dominance of the Middle East.
 
While many analysts have said that the threat to the USD’s status as the reserve currency is overblown, most acknowledge that the expiration of the petrodollar agreement has the long-term potential to weaken the USD and, by extension, U.S. financial markets. 
 
At present, the Kingdom is still accepting U.S. dollars in exchange for oil, but some of the world’s largest economies are attempting to change that, notably China. For years, China has been actively trying to get Saudi Arabia to accept the yuan for oil purchases, and while the Kingdom has thus far refrained from making the switch, they have expressed openness to the idea. 
 
According to digital news service Sputnik, “Nearly 80 percent of global oil sales are priced in dollars. However, Russia, Iran, Saudi Arabia, China, and others are increasingly shifting to local currencies in energy trade. In 2023, 20 percent of global oil was bought in other currencies, as per the Wall Street Journal.”
 

The Kingdom’s acceptance into the BRICS bloc has the potential to influence this decision. If Saudi Arabia moves to expand beyond the USD, it would materially weaken the currency’s dominance in the oil market – and as a result, its place on the world stage. A decline in global demand for the greenback could result in higher inflation, higher interest rates, and a weaker bond market in the United States.
 
Sputnik said, “If world players significantly reduce the use of US dollars, the US' ability to issue dollar debt and earn dollars for exports will diminish and the nation's economy will shrink, according to international economists.” 
 
The primary reasons for not making the switch at this point are the stability and the global acceptance of the U.S. dollar. While the USD-for-oil status quo remains in effect for the time being, the expiration of the petrodollar agreement represents a significant shift in global power dynamics and highlights the changing energy landscape and the growing influence of emerging economies.
 
Evidence that the U.S. understands the importance of maintaining a strong relationship with Saudi Arabia can be found in reports that the Biden administration is close to finalizing a treaty with the Kingdom that would commit the U.S. to help defend them as part of a deal aimed at encouraging diplomatic ties between Saudi Arabia and Israel. 
 
As reported by Reuters, “The possible deal, widely telegraphed by U.S. and other officials for weeks, is part of a wider package that would include a U.S.-Saudi civil nuclear pact, steps toward the establishment of a Palestinian state and an end to the war in Gaza, where months of ceasefire efforts have failed to bring peace.”
 
The treaty, known as the Strategic Alliance Agreement, would require a two-thirds majority vote in the U.S. Senate to be approved. According to U.S. and Saudi officials, the draft treaty is modeled loosely on Washington's mutual security pact with Japan.
 
In exchange for the U.S. commitment to defend Saudi Arabia in an attack, the draft treaty would grant Washington access to Saudi territory and airspace to protect U.S. interests and regional partners, according to the Wall Street Journal. 
 
Effect on USD, Bitcoin and gold
 
“The end of the US-Saudi petrodollar agreement would likely have a minimal effect on the USD,” said Daniel Krupka, Head of Research at Coin Bureau, in a note to Kitco Crypto. “This is because Saudi Arabia would likely convert the non-USD currencies it's receiving for oil payments into the USD anyways.”
 
“Although a BRICS currency may have some level of adoption, it would not be able to achieve the level of adoption similar to that of the USD, gold, or Bitcoin without being backed by a stable economy,” he added. “Neither party benefits from the end of the agreement in the short term as it effectively just complicates things. In the long term, it could make Saudi Arabia less reliant on the USD depending on what the country does with its non-USD proceeds.”
 
Touching on the draft defense treaty, Krupka said it “may maintain the bilateral relationship at the strategic level, but it does not directly replace the economic aspect of the petrodollar deal.”
 
He also noted that the “Saudi Riyal is pegged to the USD,” which means that “Saudi Arabia needs USD to support its currency.”
 
“However, the end of the agreement could be bad for the USD insofar as Saudi Arabia decides to convert these non-USD currency proceeds into other assets, such as gold or BTC,” Krupka suggested. “More diversification of Saudi assets into gold or Bitcoin could help push up prices, although this is contingent on the extent of diversification.”
 

""The symbolism of the end of the US-Saudi petrodollar agreement marks a shift toward a future that is further economically and geopolitically fragmented,” said Brian Mahoney, co-founder of Acre, in a note shared with Kitco Crypto. “It means that the world’s currency for top energy assets like oil is no longer priced just in dollars, opening the door to alternative assets instead.”
 
“Bitcoin would make sense as an asset to be explored for adoption going forward given its ties to energy companies (through its proof of work consensus mechanism) and the fact that it is the top digitally native asset by market cap in an increasingly digital global economy,” he added.
 
While the details on the future of a BRICS currency are scant, Russian President Vladimir Putin said yesterday, “Within BRICS, we’re working on shaping an independent payment system, free from political pressure, abuse and external sanctional interference.”
 
Some have suggested that a BRICS currency could be backed by a basket of commodities, of which gold would be a part – which would likely benefit gold prices. 
 
Most analysts hold the position that it will be years before the USD loses its reserve currency status, but X user Bullion Buzz highlighted the ongoing ramp-up in the transition away from Western currencies amid the rise in geopolitical tensions. 
Jaime Carrasco, Senior Investment Advisor and Senior Portfolio Manager at Canaccord Genuity Financial said “What is important to every Western investor is the fact that the #Petrodollar is being replaced in #oil sales with the #gold convertible #Petroyuan contract, and I'm sure Saudi Arabia the UAE and Iran, like Russia, will be glad to accept #gold in trade settlement for their oil instead of USD.”
 
In response to a post from Gold Telegraph highlighting that “Gold has overtaken the euro in global international reserves,” Carrasco said, “Great infographics which begs one question, at what price will it be when it overtakes the mighty USD?”
 
He also noted that “Saudi Arabia has announced that they will be joining Bank of International Settlements’s mBridge payment system and thus leaving the Petrodollar system as the only payment system for energy.” 
 
And X user Doctor Profit said the end of the agreement would lead to more debt printing in the U.S., ultimately leading to increased inflation. 
“It’s more a long-term rise,” he added. “Affects from this change will be seen in 8-12 months from today. Outcome is rising inflation and higher prices for everything, including stocks, BTC, real estate, and gold.”"
43,"Jun 13, 2024",Proposed capital gains tax to have 'devastating impact' on resource sector - CSE's Richard Carleton,"(Kitco News) - Investors are not placing much value in resource companies despite the jump in metal prices, said Richard Carleton, CEO of the Canadian Securities Exchange (CSE).
Carleton spoke to Kitco Mining in early June at THE Mining Investment Event of the North in Quebec City.

The CSE has offices in Vancouver and Toronto. It has over 800 listings.
Gold has hit several all-time highs in 2024, but resource companies are not seeing much of a lift, noted Carleton.
""The index of gold exploration companies, even the later stage companies that have extended their projects to quite a considerable degree...still haven't gotten the love from the markets in terms of the valuations at this point,"" said Carleton.
In the spring, the Canadian federal government proposed a rise in the capital gains tax. Starting June 25, the capital gains inclusion rate would be increased from one-half to two-thirds for capital gains of over $250,000 per year for Canadians, and on all capital gains for corporations and most types of trusts, according to a statement by the Canadian finance ministry.
Carleton said the proposed changes will have “a devastating impact on flow-through financing and other means of direct investment into exploration and mining” in Canada.
Coverage of the THE Mining Investment Event of the North is sponsored by EMX Royalty."
44,"Jun 13, 2024","Gold, silver modestly pare price losses after tame U.S. PPI   ","(Kitco News) - Gold and silver prices are solidly lower but up from daily lows in early U.S. trading Thursday, following another tame U.S. inflation report. August gold was last down $21.00 at $2,333.40. July silver hit a five-week low overnight and was last down $0.827 at $29.45.
(Just a note to remind that Comex gold and silver futures markets’ official closes and daily settlements occur just after midday. Thus, on busy afternoons in the markets, such as Wednesday, the following day’s differences in daily price changes between futures and spot can be large, due to gold and silver futures prices settling at midday—before important news developments such as Wednesday’s FOMC meeting conclusion.)
Today’s U.S. producer price index report for May came in at down 0.2%, month-on-month, versus market expectations for up 0.1% and compares to the April report’s rise of 0.5%. The core PPI in May (minus food and energy) came in at unchanged versus up 0.3% expected, month-on-month, and compares to a rise of 0.5% in the April report.
Traders and investors today are still digesting a busy and important trading day Wednesday that saw a tame U.S. consumer price index report but more-hawkish-than-expected Federal Reserve FOMC meeting results. The precious metals, stock and U.S. Treasury markets bulls were humming along quite well in the aftermath of the cooler CPI print Wednesday morning. And then the Fed delivered a surprisingly hawkish outlook early Wednesday afternoon. The FOMC members revised U.S. rate-cut expectations to one cut from three cuts that were expected in March. Updated Fed projections also included upward revisions to U.S. inflation in 2024 and 2025 to 2.6% (2.4% in March) and 2.3% (2.2% in March), respectively. The Fed did hold its monetary policy steady at this week’s meeting. Fed Chairman Jerome Powell at his press conference said the latest inflation numbers lower than expected but may not have been fully reflecting the latest quarterly Fed projections. The precious metals, the U.S. stock index and U.S. Treasury markets all lost some steam after the Fed statement and Powell presser.
Still, a Barron’s headline today reads: “Markets remain confident of cuts despite Fed.” The story said “traders seem to think they know more than the Federal Reserve about where interest rates are going.” Indeed, that’s a fair criticism as the past couple years have seen the Fed behind the curve on actual U.S. economic developments, and the U.S. central bank could now be behind the curve on problematic inflation actually being tamped down. Today’s cooler PPI report falls in line with that notion.
Asian and European stock indexes were mixed overnight. U.S. stock indexes are pointed toward mixed openings when the New York day session begins.
The key outside markets today see the U.S. dollar index firmer following Wednesday’s sell off. Nymex crude oil prices are a bit lower and trading around $78.15 a barrel. The benchmark 10-year U.S. Treasury note yield is presently around 4.25%.
Other U.S. economic data released Thursday saw a bigger-than-expected rise in weekly jobless claims.

Technically, August gold bulls have the slight overall near-term technical advantage. Bulls’ next upside price objective is to produce a close above solid resistance at last week’s high of $2,406.70. Bears' next near-term downside price objective is pushing futures prices below solid technical support at the June low of $2,304.20. First resistance is seen at $2,350.00 and then at $2,375.00. First support is seen at the overnight low of $2,319.20 and then at $2,304.20. Wyckoff's Market Rating: 5.5.

July silver futures bulls have the overall near-term technical advantage. However, prices are trending down on the daily bar chart. Silver bulls' next upside price objective is closing prices above solid technical resistance at $31.00. The next downside price objective for the bears is closing prices below solid support at $28.00. First resistance is seen at today’s high of $29.83 and then at $30.00. Next support is seen at the overnight low of $28.905 and then at $28.50. Wyckoff's Market Rating: 6.0.
(Hey! My “Markets Front Burner” weekly email report is my best writing and analysis, I think, because I get to look ahead at the marketplace and do some market price forecasting. Plus, I’ll throw in an educational feature to move you up the ladder of trading/investing success. And it’s free! Email me at jim@jimwyckoff.com and I’ll add your email address to my Front Burner list.)"
45,"Jun 13, 2024","Gold prices remain under pressure, ignoring 0.2% drop in US PPI","(Kitco News) - The gold market continues to see solid selling pressure even as producers saw weak price pressure last month.
The Producer Price Index (PPI) fell 0.2% in May, following April’s 0.5% increase, the Labor Department said on Thursday. The latest inflation data was significantly cooler than expected, as economists looked for a 0.1% increase.
In the last 12 months headline wholesale inflation increased 2.2%, the report said. 
At the same time, core PPI, which strips out volatile food and energy costs, was unchanged last month. Economists were forecasting a 0.3% increase. Annual core PPI increased 2.3%.
The gold market is off its lows but continues to see solid technical selling pressure after it was unable to hold support at $2,350 an ounce. August gold futures last traded at $2,380 an ounce, down 0.71% on the day. 
However, some market analysts have said that falling producer prices could give the Federal Reserve confidence to ease interest rates as early as September, supporting gold’s long-term uptrend.
“Fed funds futures are back to fully pricing in two cuts this year,” said Adam Button, Head of Currency Strategy at Forexlive.com
PPI is seen as a leading inflation indicator as producers pass on higher costs to their customers. "
46,"Jun 13, 2024",Gold market analysis for June 13 - key intra-day price entry levels for active traders,"(Kitco News) - This 5-minute bar chart for Comex gold futures can be a valuable analytical and trading tool for the active intra-day gold futures trader/market watcher. Based on key short-term technical support and resistance levels, I show potential buy and sell price entry points. (Remember, most successful traders buy on early price strength and sell on early price weakness.) If you are an active intra-day trader of gold, you definitely want to check out this unique and exclusive daily trading/analytical tool found only at Kitco. 
"
47,"Jun 12, 2024",A peak in global rates is good for gold BoC and ECB can continue to lower interest rates without the Fed,"(Kitco News) - Although the Federal Reserve could still lower interest rates one or two times this year, it continues to signal that it is not in a hurry to adjust its monetary policy just yet.
However, analysts note that despite the U.S.’s reluctance to ease interest rates, the gold market remains well supported as global rates start to fall. The diverging monetary policies in the global marketplace are being driven by the Bank of Canada and the European Central Bank, both of which have cut interest rates due to easing inflation pressures in their respective economies.
Analysts have said that while the Federal Reserve remains the most significant driver for gold, the fact that global rates have peaked should provide some support for the precious metal. Despite the Federal Reserve’s stance to hold rates at restrictive levels, gold has held critical support at $2,300 an ounce.
According to the latest comments from the Bank of Canada and Germany’s Bundesbank, a member of the ECB, investors can expect to see further divergence in global monetary policies that could support gold prices.
Speaking at the 30th annual Conference of Montreal by the International Economic Forum of the Americas, BoC Governor Tiff Macklem provided the most explicit monetary policy outlook.
“If the economy evolves broadly in line with our own forecast, if inflation continues to ease, it is reasonable to expect further interest rate cuts,” he said.
However, Macklem added that while interest rates have room to move lower, they will still be higher than they were before the pandemic.
“Global interest rates are probably not returning to pre-pandemic levels. The new normal won't be the old normal. And if we're not going back, well, we all have to adjust,” he said.
Bundesbank President Dr. Joachim Nagel was less explicit in his monetary outlook. He reiterated the ECB’s stance that it remains data-dependent and that decisions will be made meeting by meeting.
However, he provided markets with some optimism that the central bank expects inflation to be under control.
“In this uncertain world, we have to be very cautious, not showing any complacency in our mandate to fight against inflation,” he said. “I have once described inflation as a greedy beast. We are in a situation where we have tamed this greedy beast, but our task is not done.”
Although the ECB has tempered further rate cut expectations, markets are pricing in two rate cuts this year. In Canada, markets are expecting to see three rate cuts by year-end.
Talking about the divergence in global interest rates, Macklem said that so far, the market has been able to absorb this difference. While there is a limit to how much the Bank of Canada can do without the Federal Reserve, Macklem said they are not there yet.
Nagel said that given the different inflationary environments, it makes sense for the ECB to cut rates before the Federal Reserve, something that has never happened before. "
48,"Jun 12, 2024","Fed may cut later than ECB, BoC, but cut they shall, and gold will soar – David Rosenberg","
(Kitco News) – The Fed may be late to the party but once they begin cutting, history says gold will take off, according to David Rosenberg, founder and president at Rosenberg Research.
In a recent interview with BNN Bloomberg, Rosenberg was asked about the interest rate divergence between the Federal Reserve and other developed economies after both the European Central Bank (ECB) and the Bank of Canada cut rates last week, and whether he expects those banks to continue cutting.
“The Fed has already told you that it's a waiting game for them,” Rosenberg said. “I've been doing this for 40 years. Whenever any central bank… look at [ECB President] Christine Lagarde last week. Whenever they start to cut rates they never want the markets to leapfrog them, to front-run them, so they're always cautious at the first rate cut.”
Rosenberg said that he expects things to play out the same way when the United States begins their own rate-cutting cycle. “You're going to see when the Fed cuts rates later this year I think that they will start in September,” he said. “Powell's going to actually sound pretty hawkish or cautious, that's just the way things go in central banking.”
Rosenberg said that markets aren’t yet accounting for the number of cuts that are to come. “What's happening is that there is not enough Bank of Canada easing priced in, and as these interest rate differentials widen against the Canadian dollar – and there's nothing more important for any currency than relative interest rate differentials, by the way, and that includes the Canadian dollar which is also commodity based – the Loonie’s going to go down.”
He added that he sees a weaker CAD as a positive development. “It should go down,” Rosenberg said. “We need the weaker Canadian dollar. The economy needs that sort of stimulus right now.”
Rosenberg was then asked whether he still likes gold as an investment, following its dramatic rally and the sudden pullback after China’s central bank announced a pause in purchases. 
“Remember, it's Rosenberg, not Goldberg, just to set the record straight,” he joked before adding, “you can look at the moving averages and sentiment and trade around gold, [but] for us, for years it's been buy and hold, a diversifier in the portfolio.”
“But we are going into a global interest rate cut cycle,” he emphasized. “It doesn't matter if the Fed’s the last man standing, the Fed will be cutting rates, and the U.S. dollar might not weaken initially, but next year when the Fed plays catch-up to everybody else, the U.S. dollar will be weakening.”
Rosenberg said that another thing he liked about the yellow metal’s recent rally is that it hasn’t been limited to the greenback.  
“What I liked about gold, in particular in this rally to the highs, is that it was making a high in every currency, not just the U.S. dollar, which is telling you something, that this is a real, bona fide bull market in bullion,” he said. “You just have to look at the history books, and look at the relationship, that when you go into a global interest rate cutting cycle, which we are in the early stages, gold does very well in that environment.”"
49,"Jun 12, 2024","Gold prices trying to hold the line at $2,350 as Federal Reserve leaves rates unchanged signals one rate cuts this year","(Kitco News) - The gold market is struggling to hold the line at $2,350 an ounce as the Federal Reserve continues to pare down its interest rate cut expectations.
As expected, the Federal Reserve left interest rates unchanged within a range of 5.25% to 5.50%.
The updated economic projections show the central bank sees one rate cut this year, down from three estimated in March. The Federal Reserve's interest rate estimate, also known as the dot plot, shows the Fed funds rate ending the year above 5.00%.
While holding positive gains, the gold market has fallen slightly below $2,350 an ounce, which has proven to be a critical resistance point. August gold futures last traded at $2,345.80 an ounce, up 0.79% on the day.
According to some economists, the U.S. central bank continues to keep its options open as inflation remains stubbornly elevated. However, the central bank did tweet its comment on inflation.
“Inflation has eased over the past year but remains elevated. In recent months, there has been modest further progress toward the Committee’s 2 percent inflation objective,” the central bank said in its monetary policy statement.
Looking at the economic projections, the central bank kept its GDP forecast unchanged at 2.1% growth for this year and 2.0% growth in 2025 and 2026.
The Federal Reserve also expects the U.S. labor market to remain healthy, with the unemployment rate rising this year to 4.0%, unchanged from the March forecast. It is expected to rise to 4.2% next year and 4.1% in 2026, up from 4.1% and 4.0%, respectively, in the previous estimate.
Looking at inflation, the central bank still doesn’t expect core PCE inflation to hit the 2% target until 2026. Core inflation is expected to rise to 2.8% this year, up from 2.6% projected in March. Inflation is expected to rise to 2.3% next year, up from the prior forecast of 2.2%.
Headline inflation is also expected to be higher this year and next before cooling in 2026. The central bank sees inflation rising to 2.6% this year, up from the previous estimate of 2.4%. Inflation is expected to rise to 2.3% next year, up from 2.2% projected in March.
Although the Fed has signaled only one rate cut this year, some economists note that it is a close call as eight out of 19 central banks still see two rate cuts. Ashworth, Chief North America Economist at Capital Economics, said that everything depends on the health of the economy.
“Overall, there’s nothing here that rules out a September rate cut. It all depends on the incoming data. If employment growth edges down again and the May price data prove to be the start of a renewed disinflationary trend, as we expect, then two rate cuts this year are still the most likely outcome,” he said."
